mavpackettype,time_usec,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,id,temperature
RAW_IMU,21987210,-37,-493,16600,-62,54,20,122,133,333,0,3312
RAW_IMU,22008212,-27,-544,16617,-63,48,22,118,129,329,0,3296
RAW_IMU,22029208,24,-458,16637,-63,49,4,122,130,328,0,3264
RAW_IMU,22050209,7,-464,16614,-68,46,28,122,128,331,0,3344
RAW_IMU,22071209,-50,-455,16624,-53,54,35,125,125,326,0,3408
RAW_IMU,22092210,10,-526,16653,-57,56,4,131,129,325,0,3408
RAW_IMU,22113210,-51,-481,16706,-49,47,15,121,127,332,0,3312
RAW_IMU,22134209,-17,-520,16676,-58,49,16,117,128,326,0,3232
RAW_IMU,22155209,-55,-518,16628,-55,36,28,121,129,322,0,3296
RAW_IMU,22176210,-4,-561,16672,-56,47,6,120,125,321,0,3344
RAW_IMU,22197210,-10,-392,16651,-75,44,1,123,134,334,0,3312
RAW_IMU,22218211,-17,-555,16570,-49,53,1,118,129,332,0,3296
RAW_IMU,22239209,-91,-539,16628,-54,48,12,121,129,337,0,3408
RAW_IMU,22260209,2,-534,16721,-59,60,13,120,133,331,0,3360
RAW_IMU,22281209,-33,-524,16634,-56,53,14,123,129,325,0,3360
RAW_IMU,22302210,-17,-558,16662,-65,32,-1,116,131,320,0,3360
RAW_IMU,22323212,5,-497,16649,-51,41,15,112,130,333,0,3296
RAW_IMU,22344211,-3,-507,16677,-47,56,5,109,133,336,0,3376
RAW_IMU,22365211,-13,-538,16645,-49,50,7,125,123,326,0,3360
RAW_IMU,22386211,11,-483,16624,-63,52,12,116,122,332,0,3376
RAW_IMU,22407208,11,-469,16705,-50,44,15,118,129,329,0,3360
RAW_IMU,22428214,12,-460,16636,-62,44,25,121,127,322,0,3296
RAW_IMU,22449212,-8,-436,16606,-42,48,18,126,136,322,0,3376
RAW_IMU,22470209,29,-501,16582,-59,59,44,120,133,331,0,3424
RAW_IMU,22491209,-29,-517,16657,-52,50,17,130,133,336,0,3360
RAW_IMU,22512210,26,-565,16634,-65,52,15,120,130,338,0,3408
RAW_IMU,22533208,-10,-489,16749,-55,49,10,125,121,336,0,3296
RAW_IMU,22554209,-5,-484,16620,-48,45,26,105,139,322,0,3376
RAW_IMU,22575209,-9,-500,16655,-63,42,31,123,131,325,0,3408
RAW_IMU,22596210,-9,-566,16676,-52,26,24,129,124,325,0,3360
RAW_IMU,22617210,31,-511,16745,-67,50,14,114,121,323,0,3344
RAW_IMU,22638210,-32,-497,16600,-54,47,8,110,129,320,0,3296
RAW_IMU,22659210,-58,-476,16699,-55,62,32,123,131,332,0,3360
RAW_IMU,22680211,-19,-559,16616,-54,52,32,120,133,328,0,3408
RAW_IMU,22701211,4,-458,16663,-54,45,17,126,131,327,0,3376
RAW_IMU,22722211,3,-484,16646,-55,47,7,125,130,331,0,3296
RAW_IMU,22743208,-39,-511,16630,-55,43,19,127,121,331,0,3360
RAW_IMU,22764209,-45,-491,16620,-57,46,19,120,142,323,0,3312
RAW_IMU,22785209,13,-509,16651,-61,35,38,125,128,318,0,3344
RAW_IMU,22806210,-112,-458,16670,-59,45,23,130,128,328,0,3376
RAW_IMU,22827211,-33,-528,16644,-60,66,11,122,130,321,0,3312
RAW_IMU,22848210,-24,-561,16652,-56,55,-4,120,128,326,0,3344
RAW_IMU,22869210,13,-494,16645,-57,40,30,120,128,340,0,3360
RAW_IMU,22890210,30,-496,16695,-59,50,17,116,124,327,0,3376
RAW_IMU,22911210,-53,-486,16619,-50,59,19,117,130,323,0,3296
RAW_IMU,22932211,-17,-486,16644,-60,50,2,118,134,317,0,3248
RAW_IMU,22953210,-39,-500,16641,-72,47,23,129,136,327,0,3376
RAW_IMU,22974211,-11,-451,16680,-56,47,25,121,129,334,0,3344
RAW_IMU,22995211,-51,-472,16598,-57,60,12,130,128,333,0,3408
RAW_IMU,23016210,-9,-408,16674,-54,54,20,120,133,331,0,3408
RAW_IMU,23037210,-37,-535,16670,-53,62,7,125,121,323,0,3296
RAW_IMU,23058210,-21,-436,16623,-62,59,13,129,139,327,0,3296
RAW_IMU,23079210,-52,-484,16598,-50,53,3,112,135,321,0,3312
RAW_IMU,23100211,4,-563,16661,-53,51,0,123,136,334,0,3376
RAW_IMU,23121211,-50,-489,16598,-64,39,11,122,135,326,0,3360
RAW_IMU,23142208,-34,-519,16643,-53,46,24,117,121,338,0,3296
RAW_IMU,23163209,-46,-566,16624,-65,43,-3,125,123,333,0,3376
RAW_IMU,23184209,12,-566,16649,-60,40,28,120,125,323,0,3408
RAW_IMU,23205210,37,-465,16656,-53,56,28,120,140,331,0,3360
RAW_IMU,23226210,0,-423,16685,-56,43,1,112,133,333,0,3408
RAW_IMU,23247208,-50,-462,16610,-57,42,36,120,133,326,0,3296
RAW_IMU,23268209,39,-548,16685,-71,61,29,113,129,327,0,3312
